"","ID.medlyn","file.medlyn","variable.medlyn","model.medlyn","deviance_SS.medlyn","numIter.medlyn","BIC.medlyn","k25.medlyn","Ea.medlyn","delS.medlyn","Hd.medlyn","minT.medlyn","maxT.medlyn","ID.new","file.new","variable.new","model.new","deviance_SS.new","numIter.new","BIC.new","k25.new","Ea.new","delS.new","Hd.new","minT.new","maxT.new"
"13","2_ambient","WTC2_ACidata_processed.csv","Jmax","Medlyn",2800.47040113778,23,62.860759023983,197.535959979031,16.6110449153815,1.56618700322052,492.374199365436,16.9972727272727,40.9192592592593,"2_ambient","WTC2_ACidata_processed.csv","Jmax","New",2440.93347093735,6,62.0363178203216,198.226958642188,16.6110449153815,1.18832421440799,373.383617263995,16.9972727272727,40.9192592592593
"14","2002_August","hikosaka_aci_data.csv","Jmax","Medlyn",9853.4434628997,27,127.007093406986,103.299785218823,2.70393893543765,2.22368115318515,675.77634935693,14.9425,30.6028571428571,"2002_August","hikosaka_aci_data.csv","Jmax","New",9481.66397470133,26,126.545559503643,105.095351798213,2.70393893543765,2.11133023234108,641.43879566741,14.9425,30.6028571428571
"15","3_elevated","WTC2_ACidata_processed.csv","Jmax","Medlyn",1584.5506308663,1,51.0296659943706,130.971165773703,5.22348505573229,0.65,254,17.864,40.0120689655172,"3_elevated","WTC2_ACidata_processed.csv","Jmax","New",1583.81585215739,37,51.0273468853722,130.934536615809,2.7088612308024,0.0741713769104703,60.4271805384608,17.864,40.0120689655172
"16","4_elevated","WTC2_ACidata_processed.csv","Jmax","Medlyn",438.759735755907,32,51.7392147149736,107.431463176991,79.358492443375,0.277904103993045,82.3808941408525,17.2645454545455,39.25,"4_elevated","WTC2_ACidata_processed.csv","Jmax","New",436.073524636714,11,51.7023681109463,107.538397062196,79.358492443375,0.283431317092073,83.8189983820151,17.2645454545455,39.25
"17","506_8/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","Medlyn",22.0268251703959,20,29.6506905146031,116.302901729961,100.585229953652,0.256911011888102,69.2014101912449,19.9547692941667,39.8589363091667,"506_8/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","New",22.1034595880364,8,29.6680560256332,116.314764661248,100.585229953652,0.265606285536309,71.7284768481164,19.9547692941667,39.8589363091667
"18","515_9/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","Medlyn",290.472715247446,12,42.5469335743676,124.93200766045,74.6101457704939,0.274342620130525,82.1931108941918,19.9300931784615,40.0200879015385,"515_9/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","New",285.387892820529,99,42.4586317438007,125.035360825322,74.6101457704939,0.279731085656267,83.5983959009462,19.9300931784615,40.0200879015385
"19","542_9/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","Medlyn",164.033255130457,35,39.6897312443157,118.171270006512,27.9623350715329,1.27106524051494,400.47040820927,19.9651076984615,39.9942410791667,"542_9/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","New",164.304070697079,13,39.6979793357367,118.167828018068,25.5162727136353,1.25742426297662,396.182282458032,19.9651076984615,39.9942410791667
"20","561_8/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","Medlyn",6.38971937433903,8,23.4628370872778,99.2711295693601,34.255929464601,1.0088981055513,320.309179836639,20.4962019908333,40.0329977675,"561_8/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","New",6.42454621200644,7,23.4900153310742,99.2666849800666,31.792788344084,0.998680196207765,317.085039218328,20.4962019908333,40.0329977675
"21","576_9/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","Medlyn",377.116377408774,42,43.8521544980666,106.370502467984,15.8313390620033,4.1354294739117,1296.64661782628,19.9231042866667,40.1015993741667,"576_9/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","New",291.047816982065,20,42.5568231980393,105.937547274154,15.8313390620033,1.68123426347268,527.567580580169,19.9231042866667,40.1015993741667
"22","595_9/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","Medlyn",25.0948036572004,56,30.3026893275239,142.024878876059,34.2725515496387,1.09961324017266,349.311221075063,20.3712771725,40.0457417407692,"595_9/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","New",25.1997065461301,13,30.3235470793204,142.020176157922,31.8211467908257,1.07776456662816,342.434577729274,20.3712771725,40.0457417407692
"23","6_elevated","WTC2_ACidata_processed.csv","Jmax","Medlyn",68.4712403132565,33,35.3214543703728,150.0305506811,30.5356752135021,0.437680629852194,137.722888316539,17.0163636363636,40.5145080733333,"6_elevated","WTC2_ACidata_processed.csv","Jmax","New",68.3504101916775,28,35.3126231545129,150.024561963515,28.1063525149688,0.437538137715403,137.663583865976,17.0163636363636,40.5145080733333
"24","606_8/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","Medlyn",657.696178473377,83,46.6331007812971,133.916854215541,56.887289329304,0.707528480475793,220.801745199874,20.67205731,40.0352354784615,"606_8/07/2014","mike_aspinwall_corymbia_calophylla.V1.csv","Jmax","New",714.702348936042,105,47.0487161361705,134.527855519252,56.887289329304,0.659224271186732,205.410988152789,20.67205731,40.0352354784615
"25","7_ambient","WTC2_ACidata_processed.csv","Jmax","Medlyn",541.779860729106,13,53.0046614767331,137.5937284041,36.334651156849,0.486773975318535,152.909752149763,17.087,40.7947058823529,"7_ambient","WTC2_ACidata_processed.csv","Jmax","New",598.061754660446,15,53.5976670329185,138.379435869256,36.334651156849,0.430398674444852,134.804157320568,17.087,40.7947058823529
"26","A_1","GHS39_GREAT_MAIN_ACiT_20160216-20160227_L0.csv","Jmax","Medlyn",337159.329093563,76,381.955703977743,140.748328214161,85.8596704520635,0.303196244955168,91.0286082378944,20.7106963578571,42.06340932875,"A_1","GHS39_GREAT_MAIN_ACiT_20160216-20160227_L0.csv","Jmax","New",337018.670491573,110,381.943185746287,140.795350453021,85.8596704520635,0.310027338760332,92.9380898233325,20.7106963578571,42.06340932875
"27","A_2","GHS39_GREAT_MAIN_ACiT_20160216-20160227_L0.csv","Jmax","Medlyn",56441.2058476743,157,250.586578712919,117.540827184143,73.1007158036748,1.93739998546852,608.828465239564,20.4990143423077,42.7065410614286,"A_2","GHS39_GREAT_MAIN_ACiT_20160216-20160227_L0.csv","Jmax","New",56194.7665497075,23,250.49030976631,115.357073345153,73.1007158036748,1.91816778621594,602.619391711629,20.4990143423077,42.7065410614286
"28","acacia_NA","gwwACidata_processed_new.csv","Jmax","Medlyn",12239.0445531626,4,101.463473731076,82.3388866890966,43.4929189018014,6.14615513872045,93.9961668289206,19.4397430933333,30.0111367293333,"acacia_NA","gwwACidata_processed_new.csv","Jmax","New",2545.15775346806,9,87.329526502722,82.3351706540175,126.246030731823,0.569972245329732,85.2401358896846,19.4397430933333,30.0111367293333
"29","Acer rubrum_r2_30","nick_smith.csv","Jmax","Medlyn",11.7013955492293,34,29.9937516036436,11.8536998043874,38.6418894450221,0.293001406622387,92.5913067856016,14,50,"Acer rubrum_r2_30","nick_smith.csv","Jmax","New",10.8103811877353,47,29.5185442904657,11.8748893815752,38.6418894450221,0.290674396925097,91.4322485730285,14,50
"30","Acer rubrum_r2_35","nick_smith.csv","Jmax","Medlyn",853.948313513073,13,55.7347269440595,31.9198706783371,17.9022834735077,0.561794786285627,179.783271437461,14,50,"Acer rubrum_r2_35","nick_smith.csv","Jmax","New",817.114602826781,59,55.470179075791,31.8975098906584,17.9022834735077,0.551523773681068,176.039994921645,14,50
"31","Acer_pseudoplatanus_summer","DreyerSevenSpp_final.csv","Jmax","Medlyn",14720.3802369824,29,254.886470233108,147.496033983353,46.2946871957046,0.533035180070354,164.6689080067,10.0658333333333,40.1696666666667,"Acer_pseudoplatanus_summer","DreyerSevenSpp_final.csv","Jmax","New",14610.7450732348,7,254.692101452319,148.84893991839,46.2946871957046,0.517377109978645,159.488110744296,10.0658333333333,40.1696666666667
"32","aceru_W","B4Warmed_Aci_temp_curves_clean.csv","Jmax","Medlyn",3883.33370154115,29,139.454392962266,55.3744199576894,46.7990324057206,2.0553055978767,630.314209867213,18.0211111111111,32.1155555555556,"aceru_W","B4Warmed_Aci_temp_curves_clean.csv","Jmax","New",3883.32579197595,9,139.454362410269,55.3742651261245,44.3493744401615,2.05468919576481,630.120151810681,18.0211111111111,32.1155555555556
"33","ARLA2","Arctic_A-Ci_curves_2012-2015_test_file.csv","Jmax","Medlyn",4917.74079827969,133,126.880665720548,0.881164170495386,34.3628832457636,4.58386721205459,1353.15696431653,17.8976705992308,21.0347762484615,"ARLA2","Arctic_A-Ci_curves_2012-2015_test_file.csv","Jmax","New",4909.80649071513,141,126.859674517409,1.10194027826292,34.3628832457636,4.41953623321363,1304.66708063745,17.8976705992308,21.0347762484615
"34","ARPE 3026_ WINTER","Daintree_ACidata_processed.csv","Jmax","Medlyn",185.676622807912,201,40.3094181998591,76.7055818457457,91.4004202284355,0.727584525657857,225.166901678682,21.6089505089654,39.6137453715006,"ARPE 3026_ WINTER","Daintree_ACidata_processed.csv","Jmax","New",169.146273973053,19,39.8432046672407,76.5317301359817,91.4004202284355,0.71765627797568,221.879142558081,21.6089505089654,39.6137453715006
"35","ARPE 3048_ WINTER","Daintree_ACidata_processed.csv","Jmax","Medlyn",24.3950458774116,9,30.1612857014127,84.7851731684204,45.897896875912,1.09286203570059,343.670598499104,20.4285255008274,37.8143208821615,"ARPE 3048_ WINTER","Daintree_ACidata_processed.csv","Jmax","New",24.3455894602861,74,30.1511388426867,84.7807109896443,43.4211064626246,1.08970194265514,342.675751755047,20.4285255008274,37.8143208821615
"36","B_2","GHS39_GREAT_MAIN_ACiT_20160216-20160227_L0.csv","Jmax","Medlyn",54620.6466979789,32,209.853964571025,73.3059314093053,80.5530265715148,4.23480382734934,1332.71088623284,24.2839732842857,42.0618512092308,"B_2","GHS39_GREAT_MAIN_ACiT_20160216-20160227_L0.csv","Jmax","New",54612.1969232623,168,209.851179768577,73.326213099829,78.0087891845967,4.23408996215811,1332.48436480121,24.2839732842857,42.0618512092308
